"","comId","average_yield"
"282","13053",350.025
"283","13054",337.716666666667
"284","13055",344.216666666667
"285","13056",328.2
"286","13057",374.366666666667
"287","13058",388.2
"288","13059",364.783333333333
"289","13060",341.05
"290","13061",377.741666666667
"291","13062",370.466666666667
"292","14511",418.25
"293","14521",380.105882352941
"294","14522",434.188235294118
"295","14523",383.464705882353
"296","14524",422.923529411765
"297","14625",396.3
"298","14626",414.123529411765
"299","14627",388.270588235294
"300","14628",382.907142857143
"301","14713",433.3375
"302","14729",412.317647058824
"303","14730",384.370588235294
"304","15001",386.488888888889
"305","15081",342.982352941176
"306","15082",389.98
"307","15083",446.09
"308","15084",449.68
"309","15085",446.97
"310","15086",334.72
"311","15087",466.21
"312","15088",416.87
"313","15089",420.59
"314","15090",348.241176470588
"315","15091",332.13
"316","16051",397.155555555556
"317","16056",430.466666666667
"318","16061",437.8
"319","16062",450.447058823529
"320","16063",439.417647058824
"321","16064",438.417647058824
"322","16065",407.364705882353
"323","16066",361.823529411765
"324","16067",437.494117647059
"325","16068",443.135294117647
"326","16069",366.523529411765
"327","16070",366.229411764706
"328","16071",457.494117647059
"329","16072",431.475
"330","16073",377.094117647059
"331","16074",436.652941176471
"332","16075",395.523529411765
"333","16076",428.417647058824
"334","16077",474.405882352941
